Time,Row,Col,Detected_radius,R_median,G_median,B_median,A_star_median,A_star_reference_mean,A_star_reference_std,A_star_mean_all,A_star_std_dev_all,A_star_scale_factor,A_star_offset,A_star_median_normalized
30,2,8,27,89.0,92.0,148.0,141.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,141.0
30,2,9,28,98.0,103.0,154.0,139.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,139.0
30,3,0,29,174.0,103.0,168.0,166.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,166.0
30,3,1,28,164.0,93.0,163.0,168.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,168.0
30,3,2,29,159.0,95.0,162.0,165.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,165.0
30,3,3,27,92.0,99.0,160.0,141.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,141.0
30,3,4,28,91.0,97.0,159.0,142.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
30,3,5,28,102.0,111.0,167.0,139.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,139.0
30,4,0,29,204.0,114.0,176.0,172.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,172.0
30,4,1,24,191.0,90.0,167.0,178.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,178.0
30,4,2,28,175.0,91.0,166.0,173.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,173.0
30,4,3,28,101.0,108.0,173.0,142.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
30,4,4,27,101.0,109.0,177.0,143.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
30,4,5,28,102.0,112.0,178.0,142.0,141.5,1.2583057392117916,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,0,0,30,131.0,135.0,199.0,142.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,142.0
40,0,1,29,125.0,123.0,195.0,146.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,146.0
40,0,2,31,123.0,125.0,192.0,143.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
40,0,3,30,118.0,119.0,186.0,144.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,144.0
40,0,4,31,117.0,119.0,184.0,143.0,143.16666666666666,2.3392781412697,142.04761904761904,1.5458956016952026,1.0,0.0,143.0
