Time,Reference_mean,Reference_std,Reference_count,Contributes_to_global_stats,Mean_all,Std_dev_all,Scale_factor,Offset
0,142.5,1.2583057392117916,6,True,142.04761904761904,1.5458956016952026,1.2285532470538985,-33.02121865756149
10,142.33333333333334,1.1055415967851334,6,True,142.04761904761904,1.5458956016952026,1.3983151843319142,-56.97924218895676
20,142.66666666666666,1.699673171197595,6,True,142.04761904761904,1.5458956016952026,0.9095252121947419,12.288688774502532
30,141.5,1.2583057392117916,6,True,142.04761904761904,1.5458956016952026,1.2285532470538985,-31.792665410507595
40,143.16666666666666,2.3392781412697,6,True,142.04761904761904,1.5458956016952026,0.6608430072604065,47.43692850817085
50,143.5,2.217355782608345,6,True,142.04761904761904,1.5458956016952026,0.6971797732327453,42.00232158872009
60,138.66666666666666,0.9428090415820634,6,True,142.04761904761904,1.5458956016952026,1.6396698944477037,-85.3199396491292
70,141.8,1.9390719429665317,5,False,142.04761904761904,1.5458956016952026,0.7972347840432266,28.999726670289505
